-0.113	-0.000004545454545
-0.226	-0.00001363636364
-0.319	-0.00001363636364
-0.4	-0.00002272727273
-0.545	-0.00002727272727
-0.709	-0.00002272727273
-0.833	-0.00004090909091
-0.903	-0.00004545454545
-1.007	-0.00004545454545
-1.529	-0.00008636363636
-2.002	-0.0001090909091
-2.515	-0.0001181818182
-2.979	-0.0001454545455
-3.506	-0.0001727272727
-3.966	-0.0001954545455
-4.475	-0.0002227272727
-5.023	-0.0002454545455
-6	-0.0003181818182
-6.94	-0.0003636363636
-8	-0.0003636363636
-8.94	-0.0004545454545
-9.95	-0.0005909090909
0.098	0.000009090909091
0.2	0
0.4	0
0.543	0.0002590909091
0.599	0.0009136363636
0.628	0.001690909091
0.666	0.003790909091
0.689	0.005959090909
0.703	0.008168181818
0.714	0.01039090909
0.723	0.01262272727
0.73	0.01486363636
0.736	0.01710909091
0.74	0.01936363636
0.746	0.02160909091
0.75	0.02386363636
0.758	0.02837272727
0.765	0.03288636364
0.769	0.03741363636
0.774	0.04193636364
