 0.00000000e+00 -1.47601004e-22 
 1.00000000e-09  0.00000000e+00 
 2.00000000e-09  2.18601043e-13 
 4.00000000e-09  9.84559710e-13 
 8.00000000e-09  3.61245658e-12 
 1.60000000e-08  1.41260857e-11 
 3.20000000e-08  5.61904833e-11 
 6.40000000e-08  2.24483325e-10 
 1.28000000e-07  8.97914557e-10 
 2.28000000e-07  3.00414480e-09 
 3.28000000e-07  6.91587302e-09 
 4.28000000e-07  1.30397357e-08 
 5.28000000e-07  2.13951591e-08 
 6.28000000e-07  3.20103776e-08 
 7.28000000e-07  4.49246742e-08 
 8.28000000e-07  6.01915092e-08 
 9.28000000e-07  7.91447629e-08 
 1.02800000e-06  1.01945128e-07 
 1.12800000e-06  1.27544870e-07 
 1.22800000e-06  1.56164670e-07 
 1.32800000e-06  1.88098451e-07 
 1.42800000e-06  2.23738113e-07 
 1.52800000e-06  2.63606326e-07 
 1.62800000e-06  3.08400435e-07 
 1.72800000e-06  3.59051193e-07 
 1.82800000e-06  4.16801288e-07 
 1.92800000e-06  4.83310319e-07 
 2.02800000e-06  5.60795085e-07 
 2.12800000e-06  6.52217025e-07 
 2.22800000e-06  7.61532616e-07 
 2.32800000e-06  8.94027787e-07 
 2.42800000e-06  1.05676446e-06 
 2.52800000e-06  1.25917663e-06 
 2.62800000e-06  1.51386599e-06 
 2.72800000e-06  1.83766343e-06 
 2.82800000e-06  2.25304515e-06 
 2.92800000e-06  2.79002105e-06 
 3.02800000e-06  3.48865245e-06 
 3.12800000e-06  4.40240759e-06 
 3.22800000e-06  5.60263231e-06 
 3.32800000e-06  7.18450429e-06 
 3.42800000e-06  9.27496000e-06 
 3.52800000e-06  1.20432429e-05 
 3.62800000e-06  1.57149329e-05 
 3.72800000e-06  2.05905931e-05 
 3.82800000e-06  2.70705384e-05 
 3.92800000e-06  3.56877035e-05 
 4.02800000e-06  4.71512155e-05 
 4.12800000e-06  6.24040785e-05 
 4.22800000e-06  8.26994148e-05 
 4.32800000e-06  1.09701016e-04 
 4.42800000e-06  1.45615592e-04 
 4.52800000e-06  1.93366092e-04 
 4.62800000e-06  2.56817797e-04 
 4.72800000e-06  3.41071400e-04 
 4.82800000e-06  4.52839946e-04 
 4.92800000e-06  6.00928342e-04 
 5.02800000e-06  7.96834414e-04 
 5.12800000e-06  1.05548752e-03 
 5.22800000e-06  1.39613161e-03 
 5.32800000e-06  1.84334081e-03 
 5.42800000e-06  2.42812280e-03 
 5.52800000e-06  3.18901496e-03 
 5.62800000e-06  4.17301115e-03 
 5.72800000e-06  5.43608216e-03 
 5.82800000e-06  7.04299409e-03 
 5.92800000e-06  9.06612316e-03 
 6.02800000e-06  1.15830552e-02 
 6.12800000e-06  1.46729639e-02 
 6.22800000e-06  1.84120545e-02 
 6.32800000e-06  2.28686536e-02 
 6.42800000e-06  2.80986964e-02 
 6.52800000e-06  3.41423327e-02 
 6.62800000e-06  4.10221345e-02 
 6.72800000e-06  4.87430335e-02 
 6.82800000e-06  5.72937743e-02 
 6.92800000e-06  6.66494418e-02 
 7.02800000e-06  7.67745393e-02 
 7.12800000e-06  8.76261533e-02 
 7.22800000e-06  9.91568594e-02 
 7.32800000e-06  1.11317174e-01 
 7.42800000e-06  1.24057473e-01 
 7.52800000e-06  1.37329403e-01 
 7.62800000e-06  1.51086827e-01 
 7.72800000e-06  1.65286411e-01 
 7.82800000e-06  1.79887928e-01 
