 1.00000000e+02  1.53452321e+01 -5.90858317e-03 
 1.25892541e+02  1.53452308e+01 -7.43846485e-03 
 1.58489319e+02  1.53452287e+01 -9.36447115e-03 
 1.99526231e+02  1.53452253e+01 -1.17891681e-02 
 2.51188643e+02  1.53452200e+01 -1.48416782e-02 
 3.16227766e+02  1.53452117e+01 -1.86845557e-02 
 3.98107171e+02  1.53451984e+01 -2.35224417e-02 
 5.01187234e+02  1.53451773e+01 -2.96129590e-02 
 6.30957344e+02  1.53451440e+01 -3.72804257e-02 
 7.94328235e+02  1.53450911e+01 -4.69331139e-02 
 1.00000000e+03  1.53450073e+01 -5.90849677e-02 
 1.25892541e+03  1.53448745e+01 -7.43829247e-02 
 1.58489319e+03  1.53446640e+01 -9.36412721e-02 
 1.99526231e+03  1.53443304e+01 -1.17884819e-01 
 2.51188643e+03  1.53438017e+01 -1.48403091e-01 
 3.16227766e+03  1.53429639e+01 -1.86818240e-01 
 3.98107171e+03  1.53416363e+01 -2.35169917e-01 
 5.01187234e+03  1.53395326e+01 -2.96020864e-01 
 6.30957344e+03  1.53361996e+01 -3.72587368e-01 
 7.94328235e+03  1.53309201e+01 -4.68898538e-01 
 1.00000000e+04  1.53225602e+01 -5.89986999e-01 
 1.25892541e+04  1.53093292e+01 -7.42109477e-01 
 1.58489319e+04  1.52884061e+01 -9.32986056e-01 
 1.99526231e+04  1.52553620e+01 -1.17202599e+00 
 2.51188643e+04  1.52032815e+01 -1.47046568e+00 
 3.16227766e+04  1.51214627e+01 -1.84126307e+00 
 3.98107171e+04  1.49935739e+01 -2.29844602e+00 
 5.01187234e+04  1.47952481e+01 -2.85537174e+00 
 6.30957344e+04  1.44914294e+01 -3.52102799e+00 
 7.94328235e+04  1.40346158e+01 -4.29325881e+00 
 1.00000000e+05  1.33666950e+01 -5.14820007e+00 
 1.25892541e+05  1.24289696e+01 -6.02750500e+00 
 1.58489319e+05  1.11848408e+01 -6.83038095e+00 
 1.99526231e+05  9.65248080e+00 -7.42390991e+00 
 2.51188643e+05  7.92898256e+00 -7.68235661e+00 
 3.16227766e+05  6.17777585e+00 -7.54324916e+00 
 3.98107171e+05  4.57280738e+00 -7.04080427e+00 
 5.01187234e+05  3.23508136e+00 -6.28719739e+00 
 6.30957344e+05  2.20555269e+00 -5.41864042e+00 
 7.94328235e+05  1.46079114e+00 -4.54810857e+00 
 1.00000000e+06  9.45827063e-01 -3.74664034e+00 
 1.25892541e+06  6.00781134e-01 -3.04732090e+00 
 1.58489319e+06  3.74433076e-01 -2.45766163e+00 
 1.99526231e+06  2.28006865e-01 -1.97119425e+00 
 2.51188643e+06  1.34136009e-01 -1.57538431e+00 
 3.16227766e+06  7.43065504e-02 -1.25615060e+00 
 3.98107171e+06  3.63159235e-02 -1.00009694e+00 
 5.01187234e+06  1.22511892e-02 -7.95425541e-01 
 6.30957344e+06 -2.96661041e-03 -6.32168300e-01 
 7.94328235e+06 -1.25760379e-02 -5.02101328e-01 
 1.00000000e+07 -1.86328481e-02 -3.98534969e-01 
