0.57	0
0.57	7.01754386
0.54	120.3703704
0.52	175
0.5	212
0.47	270.212766
0.45	293.3333333
0.43	355.8139535
0.42	369.047619
0.4	412.5
0.38	455.2631579
0.34	547.0588235
0.32	606.25
0.3	653.3333333
0.27	751.8518519
0.24	870.8333333
0.21	1028.571429
0.18	1233.333333
0.15	1506.666667
0.12	1916.666667
0.1	2330
0.08	2975
0.06	4016.666667
0.05	4820
0.04	6050
0.03	7900
0.02	11950
