 1.00000000e+02  1.88399697e+00 -6.81501567e-04 
 1.25892541e+02  1.88399683e+00 -8.57959579e-04 
 1.58489319e+02  1.88399661e+00 -1.08010699e-03 
 1.99526231e+02  1.88399626e+00 -1.35977389e-03 
 2.51188643e+02  1.88399570e+00 -1.71185342e-03 
 3.16227766e+02  1.88399481e+00 -2.15509479e-03 
 3.98107171e+02  1.88399341e+00 -2.71310163e-03 
 5.01187234e+02  1.88399119e+00 -3.41558868e-03 
 6.30957344e+02  1.88398767e+00 -4.29996358e-03 
 7.94328235e+02  1.88398210e+00 -5.41331786e-03 
 1.00000000e+03  1.88397326e+00 -6.81493236e-03 
 1.25892541e+03  1.88395925e+00 -8.57942956e-03 
 1.58489319e+03  1.88393705e+00 -1.08007383e-02 
 1.99526231e+03  1.88390187e+00 -1.35970772e-02 
 2.51188643e+03  1.88384611e+00 -1.71172139e-02 
 3.16227766e+03  1.88375775e+00 -2.15483136e-02 
 3.98107171e+03  1.88361772e+00 -2.71257607e-02 
 5.01187234e+03  1.88339583e+00 -3.41454018e-02 
 6.30957344e+03  1.88304426e+00 -4.29787193e-02 
 7.94328235e+03  1.88248732e+00 -5.40914568e-02 
 1.00000000e+04  1.88160529e+00 -6.80661159e-02 
 1.25892541e+04  1.88020901e+00 -8.56283954e-02 
 1.58489319e+04  1.87800017e+00 -1.07676750e-01 
 1.99526231e+04  1.87450969e+00 -1.35312275e-01 
 2.51188643e+04  1.86900341e+00 -1.69862051e-01 
 3.16227766e+04  1.86034060e+00 -2.12881052e-01 
 3.98107171e+04  1.84676958e+00 -2.66102914e-01 
 5.01187234e+04  1.82565041e+00 -3.31284396e-01 
 6.30957344e+04  1.79312270e+00 -4.09850591e-01 
 7.94328235e+04  1.74381241e+00 -5.02207954e-01 
 1.00000000e+05  1.67083061e+00 -6.06597405e-01 
 1.25892541e+05  1.56655657e+00 -7.17533012e-01 
 1.58489319e+05  1.42484105e+00 -8.24397336e-01 
 1.99526231e+05  1.24478948e+00 -9.11618461e-01 
 2.51188643e+05  1.03464094e+00 -9.62172528e-01 
 3.16227766e+05  8.12340700e-01 -9.64286133e-01 
 3.98107171e+05  6.00362386e-01 -9.17427198e-01 
 5.01187234e+05  4.17311108e-01 -8.32597858e-01 
 6.30957344e+05  2.72295283e-01 -7.26661423e-01 
 7.94328235e+05  1.65060256e-01 -6.15498376e-01 
 1.00000000e+06  8.97361863e-02 -5.10181974e-01 
 1.25892541e+06  3.87178310e-02 -4.16581054e-01 
 1.58489319e+06  5.00921167e-03 -3.36698299e-01 
 1.99526231e+06 -1.68974871e-02 -2.70250595e-01 
 2.51188643e+06 -3.09795355e-02 -2.15856662e-01 
 3.16227766e+06 -3.99646973e-02 -1.71758169e-01 
 3.98107171e+06 -4.56649305e-02 -1.36196336e-01 
 5.01187234e+06 -4.92590320e-02 -1.07579372e-01 
 6.30957344e+06 -5.15020796e-02 -8.45372845e-02 
 7.94328235e+06 -5.28700684e-02 -6.59220144e-02 
 1.00000000e+07 -5.36553469e-02 -5.07844370e-02 
