 1.00000000e+02  1.53890404e+00 -5.70472138e-04 
 1.25892541e+02  1.53890392e+00 -7.18181819e-04 
 1.58489319e+02  1.53890374e+00 -9.04137238e-04 
 1.99526231e+02  1.53890344e+00 -1.13824114e-03 
 2.51188643e+02  1.53890297e+00 -1.43296028e-03 
 3.16227766e+02  1.53890223e+00 -1.80398929e-03 
 3.98107171e+02  1.53890106e+00 -2.27108631e-03 
 5.01187234e+02  1.53889920e+00 -2.85912498e-03 
 6.30957344e+02  1.53889625e+00 -3.59941854e-03 
 7.94328235e+02  1.53889157e+00 -4.53138639e-03 
 1.00000000e+03  1.53888416e+00 -5.70465139e-03 
 1.25892541e+03  1.53887241e+00 -7.18167855e-03 
 1.58489319e+03  1.53885379e+00 -9.04109377e-03 
 1.99526231e+03  1.53882429e+00 -1.13818555e-02 
 2.51188643e+03  1.53877753e+00 -1.43284937e-02 
 3.16227766e+03  1.53870343e+00 -1.80376800e-02 
 3.98107171e+03  1.53858600e+00 -2.27064481e-02 
 5.01187234e+03  1.53839992e+00 -2.85824418e-02 
 6.30957344e+03  1.53810510e+00 -3.59766143e-02 
 7.94328235e+03  1.53763805e+00 -4.52788153e-02 
 1.00000000e+04  1.53689838e+00 -5.69766149e-02 
 1.25892541e+04  1.53572746e+00 -7.16774205e-02 
 1.58489319e+04  1.53387515e+00 -9.01331895e-02 
 1.99526231e+04  1.53094812e+00 -1.13265388e-01 
 2.51188643e+04  1.52633073e+00 -1.42184416e-01 
 3.16227766e+04  1.51906657e+00 -1.78190989e-01 
 3.98107171e+04  1.50768712e+00 -2.22734526e-01 
 5.01187234e+04  1.48997955e+00 -2.77282237e-01 
 6.30957344e+04  1.46270899e+00 -3.43020975e-01 
 7.94328235e+04  1.42137434e+00 -4.20280562e-01 
 1.00000000e+05  1.36021030e+00 -5.07572237e-01 
 1.25892541e+05  1.27284884e+00 -6.00282254e-01 
 1.58489319e+05  1.15417094e+00 -6.89502571e-01 
 1.99526231e+05  1.00347583e+00 -7.62194717e-01 
 2.51188643e+05  8.27713698e-01 -8.04140853e-01 
 3.16227766e+05  6.41932072e-01 -8.05556501e-01 
 3.98107171e+05  4.64914373e-01 -7.66074623e-01 
 5.01187234e+05  3.12161045e-01 -6.94946551e-01 
 6.30957344e+05  1.91219028e-01 -6.06275833e-01 
 7.94328235e+05  1.01826899e-01 -5.13308089e-01 
 1.00000000e+06  3.90577025e-02 -4.25258794e-01 
