 1.00000000e+02  2.02365703e+00 -7.27890882e-04 
 1.25892541e+02  2.02365688e+00 -9.16360262e-04 
 1.58489319e+02  2.02365664e+00 -1.15362909e-03 
 1.99526231e+02  2.02365627e+00 -1.45233271e-03 
 2.51188643e+02  2.02365567e+00 -1.82837803e-03 
 3.16227766e+02  2.02365473e+00 -2.30179052e-03 
 3.98107171e+02  2.02365323e+00 -2.89778048e-03 
 5.01187234e+02  2.02365086e+00 -3.64808531e-03 
 6.30957344e+02  2.02364710e+00 -4.59265897e-03 
 7.94328235e+02  2.02364115e+00 -5.78179847e-03 
 1.00000000e+03  2.02363171e+00 -7.27881986e-03 
 1.25892541e+03  2.02361675e+00 -9.16342512e-03 
 1.58489319e+03  2.02359304e+00 -1.15359367e-02 
 1.99526231e+03  2.02355547e+00 -1.45226205e-02 
 2.51188643e+03  2.02349592e+00 -1.82823705e-02 
 3.16227766e+03  2.02340156e+00 -2.30150923e-02 
 3.98107171e+03  2.02325202e+00 -2.89721929e-02 
 5.01187234e+03  2.02301505e+00 -3.64696571e-02 
 6.30957344e+03  2.02263960e+00 -4.59042548e-02 
 7.94328235e+03  2.02204483e+00 -5.77734336e-02 
 1.00000000e+04  2.02110288e+00 -7.26993483e-02 
 1.25892541e+04  2.01961174e+00 -9.14571006e-02 
 1.58489319e+04  2.01725284e+00 -1.15006313e-01 
 1.99526231e+04  2.01352525e+00 -1.44523053e-01 
 2.51188643e+04  2.00764489e+00 -1.81424773e-01 
 3.16227766e+04  1.99839355e+00 -2.27372375e-01 
 3.98107171e+04  1.98390052e+00 -2.84217654e-01 
 5.01187234e+04  1.96134642e+00 -3.53837238e-01 
 6.30957344e+04  1.92660842e+00 -4.37753751e-01 
 7.94328235e+04  1.87394696e+00 -5.36402219e-01 
 1.00000000e+05  1.79600415e+00 -6.47905249e-01 
 1.25892541e+05  1.68463972e+00 -7.66405410e-01 
 1.58489319e+05  1.53328359e+00 -8.80564460e-01 
 1.99526231e+05  1.34097638e+00 -9.73751142e-01 
 2.51188643e+05  1.11651349e+00 -1.02778052e+00 
 3.16227766e+05  8.79059377e-01 -1.03007236e+00 
 3.98107171e+05  6.52619488e-01 -9.80052217e-01 
 5.01187234e+05  4.57071165e-01 -8.89467917e-01 
 6.30957344e+05  3.02149072e-01 -7.76331899e-01 
 7.94328235e+05  1.87585172e-01 -6.57609896e-01 
 1.00000000e+06  1.07111214e-01 -5.45133906e-01 
