-0.999	-0.00011
-0.939	-0.00009
-0.817	-0.00009
-0.729	-0.00007
-0.58	-0.00006
-0.531	-0.00005
-0.425	-0.00004
-0.294	-0.00004
-0.209	-0.00002
-0.145	-0.00001
0.097	0.00003
0.2	0
0.3	0
0.4	0
0.495	0.00005
0.563	0.00037
0.566	0.00044
0.573	0.00047
0.578	0.00052
0.581	0.00059
0.586	0.00064
0.59	0.0007
0.593	0.00077
0.597	0.00083
0.6	0.0009
0.603	0.00097
0.607	0.00103
0.61	0.0011
0.612	0.00118
0.615	0.00125
0.619	0.00131
0.62	0.0014
0.623	0.00147
0.625	0.00155
0.627	0.00163
0.639	0.00211
0.641	0.00219
0.642	0.00228
0.645	0.00235
0.647	0.00243
0.648	0.00252
0.702	0.00798
0.723	0.01277
0.737	0.01763
0.748	0.02252
0.785	0.05715
0.788	0.06212
0.792	0.06708
0.795	0.07205
0.797	0.07703
0.799	0.08201
0.8	0.087
0.802	0.09198
