 1.00000000e+01  9.99999999e+00 
 9.50000000e+00  9.49999999e+00 
 9.00000000e+00  8.99999999e+00 
 8.50000000e+00  8.49999999e+00 
 8.00000000e+00  7.99999999e+00 
 7.50000000e+00  7.49999999e+00 
 7.00000000e+00  6.99999999e+00 
 6.50000000e+00  6.49999999e+00 
 6.00000000e+00  5.99999999e+00 
 5.50000000e+00  5.49999999e+00 
 5.00000000e+00  4.99999999e+00 
 4.50000000e+00  4.49999999e+00 
 4.00000000e+00  3.99999999e+00 
 3.50000000e+00  3.49999999e+00 
 3.00000000e+00  2.99999999e+00 
 2.50000000e+00  2.49999999e+00 
