 1.00000000e+01 -6.05145813e+01  1.56985385e+00 
 1.07977516e+01 -5.98479153e+01  1.56977866e+00 
 1.16591440e+01 -5.91812494e+01  1.56969748e+00 
 1.25892541e+01 -5.85145836e+01  1.56960982e+00 
 1.35935639e+01 -5.78479179e+01  1.56951516e+00 
 1.46779927e+01 -5.71812524e+01  1.56941296e+00 
 1.58489319e+01 -5.65145871e+01  1.56930260e+00 
 1.71132830e+01 -5.58479221e+01  1.56918344e+00 
 1.84784980e+01 -5.51812573e+01  1.56905477e+00 
 1.99526231e+01 -5.45145928e+01  1.56891584e+00 
 2.15443469e+01 -5.38479287e+01  1.56876582e+00 
 2.32630507e+01 -5.31812650e+01  1.56860384e+00 
 2.51188643e+01 -5.25146018e+01  1.56842893e+00 
 2.71227258e+01 -5.18479392e+01  1.56824008e+00 
 2.92864456e+01 -5.11812772e+01  1.56803615e+00 
 3.16227766e+01 -5.05146160e+01  1.56781596e+00 
 3.41454887e+01 -4.98479558e+01  1.56757820e+00 
 3.68694506e+01 -4.91812966e+01  1.56732148e+00 
 3.98107171e+01 -4.85146386e+01  1.56704427e+00 
 4.29866235e+01 -4.78479821e+01  1.56674496e+00 
 4.64158883e+01 -4.71813272e+01  1.56642176e+00 
 5.01187234e+01 -4.65146744e+01  1.56607278e+00 
 5.41169527e+01 -4.58480238e+01  1.56569597e+00 
 5.84341413e+01 -4.51813758e+01  1.56528909e+00 
 6.30957344e+01 -4.45147310e+01  1.56484976e+00 
 6.81292069e+01 -4.38480898e+01  1.56437539e+00 
 7.35642254e+01 -4.31814529e+01  1.56386317e+00 
 7.94328235e+01 -4.25148208e+01  1.56331010e+00 
 8.57695899e+01 -4.18481946e+01  1.56271291e+00 
 9.26118728e+01 -4.11815750e+01  1.56206809e+00 
 1.00000000e+02 -4.05149632e+01  1.56137183e+00 
 1.07977516e+02 -3.98483605e+01  1.56062004e+00 
 1.16591440e+02 -3.91817685e+01  1.55980828e+00 
 1.25892541e+02 -3.85151888e+01  1.55893179e+00 
 1.35935639e+02 -3.78486236e+01  1.55798540e+00 
 1.46779927e+02 -3.71820752e+01  1.55696353e+00 
 1.58489319e+02 -3.65155463e+01  1.55586017e+00 
 1.71132830e+02 -3.58490404e+01  1.55466884e+00 
 1.84784980e+02 -3.51825611e+01  1.55338251e+00 
 1.99526231e+02 -3.45161130e+01  1.55199364e+00 
 2.15443469e+02 -3.38497010e+01  1.55049405e+00 
 2.32630507e+02 -3.31833313e+01  1.54887493e+00 
 2.51188643e+02 -3.25170108e+01  1.54712678e+00 
 2.71227258e+02 -3.18507477e+01  1.54523933e+00 
 2.92864456e+02 -3.11845516e+01  1.54320151e+00 
 3.16227766e+02 -3.05184334e+01  1.54100138e+00 
 3.41454887e+02 -2.98524062e+01  1.53862606e+00 
 3.68694506e+02 -2.91864849e+01  1.53606166e+00 
 3.98107171e+02 -2.85206872e+01  1.53329320e+00 
 4.29866235e+02 -2.78550334e+01  1.53030453e+00 
 4.64158883e+02 -2.71895473e+01  1.52707826e+00 
 5.01187234e+02 -2.65242567e+01  1.52359563e+00 
 5.41169527e+02 -2.58591939e+01  1.51983646e+00 
 5.84341413e+02 -2.51943964e+01  1.51577902e+00 
 6.30957344e+02 -2.45299081e+01  1.51139995e+00 
 6.81292069e+02 -2.38657798e+01  1.50667409e+00 
 7.35642254e+02 -2.32020707e+01  1.50157445e+00 
 7.94328235e+02 -2.25388498e+01  1.49607205e+00 
 8.57695899e+02 -2.18761972e+01  1.49013578e+00 
 9.26118728e+02 -2.12142059e+01  1.48373235e+00 
 1.00000000e+03 -2.05529840e+01  1.47682613e+00 
 1.07977516e+03 -1.98926568e+01  1.46937906e+00 
 1.16591440e+03 -1.92333697e+01  1.46135058e+00 
 1.25892541e+03 -1.85752912e+01  1.45269754e+00 
 1.35935639e+03 -1.79186163e+01  1.44337414e+00 
 1.46779927e+03 -1.72635701e+01  1.43333196e+00 
 1.58489319e+03 -1.66104129e+01  1.42251997e+00 
 1.71132830e+03 -1.59594441e+01  1.41088460e+00 
 1.84784980e+03 -1.53110085e+01  1.39836995e+00 
 1.99526231e+03 -1.46655015e+01  1.38491803e+00 
 2.15443469e+03 -1.40233758e+01  1.37046914e+00 
 2.32630507e+03 -1.33851477e+01  1.35496238e+00 
 2.51188643e+03 -1.27514046e+01  1.33833634e+00 
 2.71227258e+03 -1.21228114e+01  1.32052997e+00 
 2.92864456e+03 -1.15001178e+01  1.30148371e+00 
 3.16227766e+03 -1.08841640e+01  1.28114083e+00 
 3.41454887e+03 -1.02758861e+01  1.25944907e+00 
 3.68694506e+03 -9.67631915e+00  1.23636256e+00 
 3.98107171e+03 -9.08659803e+00  1.21184404e+00 
 4.29866235e+03 -8.50795514e+00  1.18586732e+00 
 4.64158883e+03 -7.94171350e+00  1.15841993e+00 
 5.01187234e+03 -7.38927498e+00  1.12950596e+00 
 5.41169527e+03 -6.85210244e+00  1.09914881e+00 
 5.84341413e+03 -6.33169547e+00  1.06739374e+00 
 6.30957344e+03 -5.82955928e+00  1.03431012e+00 
 6.81292069e+03 -5.34716749e+00  9.99992897e-01 
 7.35642254e+03 -4.88591964e+00  9.64563284e-01 
 7.94328235e+03 -4.44709535e+00  9.28168286e-01 
 8.57695899e+03 -4.03180785e+00  8.90978970e-01 
 9.26118728e+03 -3.64095987e+00  8.53187403e-01 
 1.00000000e+04 -3.27520550e+00  8.15002311e-01 
 1.07977516e+04 -2.93492108e+00  7.76643652e-01 
 1.16591440e+04 -2.62018806e+00  7.38336429e-01 
 1.25892541e+04 -2.33078912e+00  7.00304144e-01 
 1.35935639e+04 -2.06621830e+00  6.62762362e-01 
 1.46779927e+04 -1.82570383e+00  6.25912821e-01 
 1.58489319e+04 -1.60824177e+00  5.89938470e-01 
 1.71132830e+04 -1.41263729e+00  5.54999697e-01 
 1.84784980e+04 -1.23755024e+00  5.21231874e-01 
 1.99526231e+04 -1.08154176e+00  4.88744219e-01 
 2.15443469e+04 -9.43118825e-01  4.57619866e-01 
 2.32630507e+04 -8.20774514e-01  4.27916949e-01 
 2.51188643e+04 -7.13022562e-01  3.99670461e-01 
 2.71227258e+04 -6.18425316e-01  3.72894643e-01 
 2.92864456e+04 -5.35615044e-01  3.47585686e-01 
